text,intent
@ATVIAssist @115754 umm someone is streaming WWII with 500+ viewers https://t.co/AhBT7AZZSz,general_question
@ATVIAssist @115755 I'm trying to buy the digital deluxe edition on the ps store but I keep receiving an error message,technical_support
@ATVIAssist Thanks,positive_feedback
@ATVIAssist can you still pre oder ww2 on the playstation store,general_question
@115758 @ATVIAssist Are yous going to update COD Zombies on IOS for IOS 11.,technical_support
@115758 Why was there a half gig update for world at war?,technical_support
@108162 @115761 @ATVIAssist tried that there was people so i came back,general_question
"@ATVIAssist So, when I go get the game on friday my 2xp code will be on the receipt?",general_question
"@ATVIAssist Yes, the beta code",general_question
"@ATVIAssist Yes I have, so my code is on their?",general_question
@ATVIAssist I pre ordered my game at game stop,general_question
@ATVIAssist For double xp^,general_question
@ATVIAssist i pre ordered wwii but how do i get the code?,general_question
@ATVIAssist Seth_tubbs and I am on PS4,general_question
@ATVIAssist I got all of my stats reset on MWR and I don't know why. please help!!!,general_question
"@115754 @115765 @ATVIAssist @115766 

Will non season pass holders get the bobus man Carentan at any point? Or not at all?",general_question
"@AdobeCare Didn't work. Tried it on another computer, fresh install, same thing...",general_question
@AdobeCare sure thing,general_question
@AdobeCare the ctrl+alt+shift on load method didn't work. (2/2),general_question
@AdobeCare Pretty much explained my issue in the quoted tweet... dragging an image onto a canvas no longer center snaps it...,technical_support
Any help here @AdobeCare? https://t.co/x50e57UG4E,general_question
@AdobeCare nope still down.,general_question
@AdobeCare yes ive done that multiple times. its happened on previous versions as well.,technical_support
@AdobeCare ok,general_question
@AdobeCare so..when are they available?,general_question
@AdobeCare ok. its been very frustrating. i have multiple jobs that i need finished and your application isnt helping.,technical_support
@AdobeCare no its still broken. i deleted it and will probably be getting rid of my membership and return when its working properly. thanks,positive_feedback
@AdobeCare ill just wait for the next big update. ive wasted my time and patience with adobe products,technical_support
@AdobeCare yea ive done everything you guys told me to do. i know its not my mac either as i have the retina imac which is fairly new.,general_question
@AdobeCare you guys have been saying that for weeks now. your product went from being great to now unable to work and terrible. very disappointed.,complaint
@115769 whats going on with your app. its totally stuck here for 1 hour and prior to updating froze and didnt work since updating. https://t.co/UpoCzPNqFb,technical_support
"@AmazonHelp ありがとうございます。
今、電話で主人が対応していただいてます。",general_question
"@AmazonHelp 電話で対応してもらいましたが改良されませんでした。
保証期間も過ぎてるので買い直しになるんでしょうね。",general_question
@AmazonHelp こちらこそありがとうございました。,general_question
amazonのfireTVstickが見れない😢,general_question
"@XboxSupport can I change me sons Xbox live account to his Hotmail account, currently linked to my Hotmail account",account_problem
@115769 Did u release an update today for Lightroom Classic CC?,technical_support
"Please tell me why my @115769 has expired, but I’m still being charged????",payment_issue
@115769 are there any plans to add a fast crop mode for the iPad version of LR? It takes too many taps and slows down workflow.,technical_support
"@AdobeCare @115776 It’s intermittent for me. This file fails reliably: https://t.co/6m5a1RQEV9

The “Create subfolder” option just makes an empty “svg” folder",general_question
"@AdobeCare Seems pretty widespread: https://t.co/ImomzTHO5j

Don't mean to be a jerk, but it's frustrating when an update breaks core functionality.",technical_support
So apparently the new version of @115777 @115778 has this cool feature where you can't export SVGs. Sick update guys.,technical_support
@115769 I'm worried as if I update my LR6 standalone programme I could lose it due to the new online version....is this true and if so is this fair!,technical_support
"Whoa! Come along with Lightroom’s own Ben Warde to get the lowdown: https://t.co/f1FGfdJaNk
https://t.co/6fsIV6WLRV",general_question
@115777 your online forum is always broken even when I clear my cookies. https://t.co/dDwRPWnm3t,general_question
"@AdobeCare Here is an example of an export before and after. Export settings are unchanged from default. No, only some files. https://t.co/YbCX6dmddc",general_question
@AdobeCare Solved this via phone support,general_question
"@AdobeCare InDesign 13.0 is exporting all PDFs with blurry links, but links are not missing in INDD file. JPG export is not blurry. Help!",general_question
@AirbnbHelp I've just sent you a message with details. Thanks for your help,positive_feedback
"Quand ton @115783 ne ressemble pas à celui que tu as réservé, &amp; qu'en + d'être sale et en sous-sol, tu te retrouves à 10 dans 1 #logement ! https://t.co/BcEIHe38tq",general_question
@115783 Misrepresentation by host. Asked them to cancel my reservation and refund me over AUD1700 - strict policy. No response. Please help.,refund_request
@XboxSupport They have no info either..,general_question
@XboxSupport Lol so there's no one @115786 who can say when they're going to be shipped...? That's kinda weird,general_question
@XboxSupport @115786 When someone @115786 or @15913 @115787 @115788 knows when the xbox one x ships let us know.  Lol shouldn't b a mystery..,general_question
"@XboxSupport @115786 Kinda need to make sure I have 680$ cdn in my bank, so would be nice to know.. I dun just have cash laying around ya know #RealLifeStruggles",payment_issue
@XboxSupport @115786 Already did they had me call and no one can answer the question.  I'm not trying to be a jerk but it's nuts no one has a answer..,general_question
@XboxSupport @115786 @115787 @15913 Would like to know so I can make sure I have enough money for it...,payment_issue
@XboxSupport @115786 @115787 @15913 can anyone let me know when our pre orders are going to be shipped for xbox one x??,general_question
@115790 @XboxSupport redeemed a code for fifa points this afternoon and still haven't got it. Why is this?,general_question
@XboxSupport This is what's on my screen? Not sure if it's Xbox side or my5 side that's broken? Last time it was my5 as had to call head office about it! https://t.co/jnMIVOlNbS,technical_support
"@1520 @XboxSupport  the 5 app on Xboxes not working error code 200, done a power cycle and still the same? Please fix app",technical_support
amazonプライムビデオ、再生エラーが多いです,general_question
"@115794 @115795 my colleagues @nationalrailenq for more info on how this is affecting services, thanks. 2/2 ^JP",positive_feedback
@115795 @115796 Ah maybe @115793 could help on this one,general_question
"@115794 @115796 Nothing, partner was on a train to Preston had to get a Taxi rest of way as was told no trains into Preston for a few hours",general_question
@115795 @115796 What have you seen?,general_question
Something going on at Preston train station ? @115796,general_question
@AirAsiaSupport Hi! I have DM u my booking # and passport picture thanks so much for quick action,positive_feedback
@AirAsiaSupport thank you very much..,positive_feedback
@AirAsiaSupport Hi! i would like to know on my itenerary on how the birthday can be seen. i would like to double check if i can key in our birthdays right 🙂,general_question
@AirAsiaSupport but i cant see it. i only see itenerary.. no birthday,general_question
@AirAsiaSupport Hi Airasia. i want to rebook my return flight. but when i try rebooking my inbond also is rebooking. please help me. thanks,positive_feedback
@AirAsiaSupport hi!  I have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line.,general_question
@AirAsiaSupport lost my booking # chua loreen lee flight z2 129.128 12/22-01/8 taipei-manila. __email__,general_question
"Lost your booking number? No worries, just drop me the passenger's name, flight details and email. I'll trace it and email u in no time :)",general_question
"@AirAsiaSupport Hi Yana, followed!",general_question
@AirAsiaSupport Hi Yana I don’t have any DMs from you. Did you mean email?,general_question
@AirAsiaSupport CAS-19708536-CB92N2 CRM:0326600 Please check on this I haven't heard from my case officer in weeks and provided all docs.,general_question
@115801 @115802 @AirAsiaSupport You'll be even happier to know that the restrictions around the volcano area have been lifted. Enjoy staying at home pal! 😂😂😂😂 #unlucky,technical_support
@115802 @AirAsiaSupport Why are you not refunding my trip to Bali for Volcano eruption!!! Urgently refund!!,refund_request
@AirAsiaSupport my surname has been redundant where do i go to correct it?,general_question
@Morrisons My lips are sealed 😋,general_question
"@Morrisons Aahhrrgh! Keep mum, I’m still watching 😄",general_question
"@Morrisons Aww, Sophie deserved winner 👏😄",general_question
Fresh cream palmier @Morrisons bakery Bellshill gets my vote for #star baker 👨‍🍳😘😋💗just catching up on #gbbo17 don’t know who won yet 😄,general_question
"@Morrisons That's pointless as it's every day, all the time. No matter when I go in. I speak 2the management who r as fed up as I am. They've no staff.",general_question
@Morrisons so fed up of this very familiar sight at Houghton Regis. Get more staff &amp; stock the place properly. This is just a small example https://t.co/CummsXx7jc,general_question
"@Morrisons 3 for £6, unless one is reduced (hidden label on the side!) then it’s 3 for £6.14. Don’t care about the 14p but feel ripped off! https://t.co/jG0fTncMDr",general_question
@NikeSupport Thank you nike,positive_feedback
"@NikeSupport I'm new to nike+ run club app,  should i start with guided runs or my couch?",technical_support
@AskAmex I’ve asked your sales rep about the payments and she wasn’t ready to listen to any issues that I had.,technical_support
@AskAmex Sure. Please drop me a message now.,general_question
@AskAmex Amex Platinum and Amex everyday card.,general_question
@AskAmex Nope. They weren’t ready to listen what I wanted to say and if I had any questions about anything else and hung up on me.,general_question
@AskAmex Thought Amex values their customers. But boy you got really bad reps on the customer service.,complaint
@McDonalds Treat!,general_question
@McDonalds Treat me!,general_question
@McDonalds Can I get uhhhhhhhhhh... treat?,general_question
"@115812 I cant Connect my Interactive Broker ( Canada) with yahoo finance App in ios 11, Any suggestions.. ??",technical_support
@AskLyft I have to be at work at 2pm tomorrow. My new phone is being overnighted but it may not be there until then. I have no other ride.,general_question
whats wrong w/ amazon leavin shit outside like ups...🤔,complaint
@115816 that small biz tyrant a dime yo. nice @115817,general_question
"Worth the squeeze: when you’ve got us helping you along the way, owning your own #smallbiz can be quite fruitful! https://t.co/AgBM1TRAcD",general_question
@Delta DM sent,general_question
@DELTA i booked my flight using delta amex card. Checking in now &amp; was being charged for baggage,payment_issue
@McDonalds My granny will be attending @ the McD’s in Heaven!  Would give anything to be able to bring her myself!,general_question
My grandma's laying #Poolside thanks to @McDonalds delicious New #ButtermilkCrispyTenders https://t.co/4sy9hatKTi,positive_feedback
"@AmazonHelp 3 different people have given 3 different answers and I still don't have my order. Says delivered Saturday, was not, I was home all day",delivery_issue
"@AmazonHelp I frankly don't have the patience for another chat with your ""customer service"" people today.",general_question
Way to drop the ball on customer service @115821 so pissed right now!,general_question
@115823 I want my amazon payments account CLOSED.  dm me please.,payment_issue
"@AmazonHelp Okay, danke für die Info",general_question
"@115825 also, beim Addams Family-Film in Prime sind Bild und Ton nicht wirklich synchron. Wie kommt's?",technical_support
@AmazonHelp @115826 Yeah this is crazy we’re less than a week away and still no Shipping Information on something that we Pre-ordered back in August,delivery_issue
@115828 How about you guys figure out my Xbox One X project Scorpio edition first. No expected delivery or shipping date and it’s only a week away,delivery_issue
PLAYERUNKNOWN'S BATTLEGROUNDS is now available for preorder on Xbox One consoles - https://t.co/bqLHcBDqAb https://t.co/muLIqeHq0o,general_question
"@115830 my package was ‘accidentally’ opened.. 4 items missing worth £97.
You need better delivery drivers!! https://t.co/f6SaVBSMqM",delivery_issue
@115821 @AmazonHelp why is my order at my local courier for the last 6 days and still hasn’t been delivered to me?? Over 1 week late 😡,delivery_issue
"Thanks for the style advice, @115833 look ...I think? #Halloween2017 #flamingo https://t.co/XvI54La043",positive_feedback
@AmazonHelp Hi ready for some help,general_question
@AmazonHelp Is the Echo Show no longer supported?,general_question
@AmazonHelp Nothing there helped me with the Echo Show,positive_feedback
"Bought an @115821 Echo Show and it won’t recognize a single @AmazonHelp account in our household. WTF, guys?",complaint
@AmazonHelp That page is useless - doesn’t allow me to state it hasn’t been delivered; only tells me it has! How can you sort this out?,complaint
.@AmazonHelp Item has not been delivered but tracking says it was handed to me over an hour ago... 2nd time this has happened. Sort it out https://t.co/42W82GcARk,delivery_issue
"In response to your @115830 packing video, this packaging was for a 2ft washing line pole @115837 https://t.co/X21SQHgC0K",general_question
"@AmazonHelp I don't want a form to fill out that logs a response no one reads. I want to prevent AMZL from touching my stuff. Possible, or no?",general_question
@AmazonHelp Already started the return. UPS gets it from my doorstep tomorrow. Order 111-5014070-4118645,general_question
@AmazonHelp Is it possible to prevent AMZL from delivering my packages moving forward? Stuff is either lost/stolen/broken EVERY time.,delivery_issue
"@AmazonHelp Already handled, just venting. It was a pretty big bummer.",general_question
"@115821, it’d be nice if the book I waited 4 months for wasn’t damaged inside of an undented box. #twinpeaks #twin… https://t.co/Lac4K7iQzJ https://t.co/JroqJKrH9Q",general_question
@115841 @115821 Feliz #Halloween2017 https://t.co/edHbRDnM8x,general_question
CONCURSO 👻🎃:Tarjetas regalo en @115821 por tu foto en la cama disfrazado y #ColchonMorfeoHalloween en los post promo:https://t.co/xAsY6KwLZa https://t.co/7yOZvlwBwN,general_question
"@AmazonHelp delivery I paid for today,didn’t arrive.why not?i paid enough for it.where is it??I’m unhappy.refund the delivery charge",refund_request
@AmazonHelp Aww your reply made her night!,general_question
"Anna Inspired in idea lab at school to be @115821 package being shipped to Narnia! ""Amazon can go anywhere"" according to Anna. https://t.co/TyvKhuu7su",delivery_issue
@AmazonHelp I just said it's been sorted! I've been refunded! I'm just not impressed with the service any more.,refund_request
@115845 They sent the feckin' order to Germany! Some dozy driver is looking for an address in the wrong country! I'm so done with Amazon!,delivery_issue
@115844 WHAT IN THE WORLD?!,general_question
"I'm NEVER using Amazon again! After waiting in all day as item is ""out for delivery"", they've only gone and sent it to the WRONG COUNTRY!",delivery_issue
@115847 @115821 Yeah idk the shipping company and it says “mike Ziemer” signed for it in the mail room at our building lol,delivery_issue
@115846 @115821 Remember my head phones and they brought them within minutes,general_question
My package from @115821 with my Halloween costume was “delivered” Friday but I don’t have I so searching everywhere for a last minute idea.,delivery_issue
@115821  https://t.co/Gb0beuA3IN,general_question
How @115821 packages china https://t.co/fO9vbus18E,delivery_issue
@AmazonHelp Details sent. Please check.,general_question
@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,delivery_issue
@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,complaint
@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,general_question
Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,delivery_issue
@AppleSupport The newest update. I️ made sure to download it yesterday.,technical_support
@AppleSupport  https://t.co/NV0yucs0lB,technical_support
@AppleSupport why are my I️’s changing not showing up correctly on any of my social media platforms? https://t.co/GyRvpyVnkE,technical_support
@AppleSupport Tried resetting my settings .. restarting my phone .. all that,technical_support
@AppleSupport This is what it looks like https://t.co/XCQU2l4xUB,technical_support
@AppleSupport I️ have an iPhone 7 Plus and yes I️ do,technical_support
@AppleSupport I️ need answers because it’s annoying 🙃,complaint
Why are my I’s question marks ?,general_question
What is up with this “ I️ “,general_question
@AppleSupport Just sent you all my DM,technical_support
"Hey @AppleSupport and anyone else who upgraded to ios11.1, are y’all having issues with capital “I️” in the Mail app? As it puts in “A”?",technical_support
@AppleSupport This is what is happening... https://t.co/X3SZSJXfAT,technical_support
Tf is wrong with my keyboard @115858,general_question
@AppleSupport are the call centres closed for the night?,technical_support
@115858 @AppleSupport hello are all the lines closed for tonight #help,technical_support
@115861 @115862 @AppleSupport I️ upgraded. I️t didn’t work.,technical_support
@115862 @AppleSupport I will!,technical_support
@AppleSupport @115861 We’re going to need you to share the answers Angela. I️ can’t stand this!,technical_support
"Hello, internet. Can someone explain why this symbol keeps appearing on my phone and when I️ try to type the letter I️? Also @AppleSupport https://t.co/QKwvTLtiN7",technical_support
@AppleSupport I’ve got a screenshot saying my #iPhoneX is reserved for the 3rd then an email saying it’s the 18th... what happened?,technical_support
@AppleSupport I have the iPhone 6s Plus and just did the most recent update.,technical_support
Thank you @AppleSupport I updated my phone and now it is even slower and barely works. Thank you for ruining my phone.😤,technical_support
@AppleSupport iOS 11.0.3,technical_support
@AppleSupport Okey. Thank you! 🤗,technical_support
@AppleSupport iPhone 7 Plus 😊,technical_support
@AppleSupport I need the software update urgently. The battery lasts literally half a day 🙍🏼🙁@AppleSupport,technical_support
Hola @AppleSupport necesito urgente la actualización de software. La batería me dura literal medio día 🙍🏼🙇🏼‍♀️,technical_support
@AppleSupport Hi! What is going on? Has Youtube lost it? What can be done about it? Thanks for the support! https://t.co/T8ZZp4IH6t,technical_support
@AppleSupport ? hello,technical_support
"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much &amp; sound is still on Mac not tv?",technical_support
"@AppleSupport Yes it did, 11.0.3",technical_support
MY HOME BUTTON DOESN’T WORK #IOS11 @AppleSupport,technical_support
Hey @115858! Last time I downloaded an update my freaking phone gave me hell. Any recommendations?,technical_support
@AppleSupport I can not find an option to get it there. It was just always there when playing.,technical_support
@AppleSupport The app is still there. But no longer able to control it from the lockscreen.,technical_support
After update #ios1103 no spotify on my lock screen?@AppleSupport,technical_support
I just need @115858 to do something about the battery life because it sucks ass,complaint
@Uber_Support Already did that was told we requested to dropped off somewhere different which is completely false.,general_question
@115873 you need to correct false charges from a trip in Lexington KY on Saturday. I want my $13 back #lyingdriver #theft,delivery_issue
@115873 my driver just drove me to the department of air travel instead of the airport.......... rufkm,delivery_issue
@Uber_Support I’m not getting your texts. https://t.co/GhefNjQTfg,general_question
@115877 got this threw my door today went to order... sorry we don't deliver to your area! What!!! Why did I get this then! https://t.co/BGzU59vYJS,general_question
@Uber_Support @115879 wouldn't do this to me 😔,general_question
@Uber_Support Why is there no phone number ?? I'm literally stranded and now I have to wait for an automated reply this is ridiculous,complaint
Literally stranded because of @115873 and because there is no support phone number I have to wait from a message from @Uber_Support Smh 🤦🏾‍♂️,general_question
"1 hour+ inside an old Altima that smells and has ripped stain seats, with an inexperienced miami driver @115873 standards down now 4 applying!",delivery_issue
"@Tesco Tall lady 6ft, slim, was on the till about 15:10, think she had blonde hair. She served the guy after knowing he didn’t queue up like others",general_question
@Tesco 3/3 on the wrong which I really don’t appreciate. This needs to be investigate and I was simply queuing to pay and the guy pushed in😡,technical_support
@Delta I checked daily and flight 1403 was never offered as an option as I most certainly would have made the adjust on my trip.,general_question
"@Delta why wasn't earlier flight offered when I tried to rebook, not cool at all. Just happened to look at moniter after deplaning.",complaint
@Delta Via DM?,general_question
@Delta Just DM'd you with a screenshot and explanation.  😊,technical_support
@Delta It seems this technical issue still hasn't Ben fixed.   Can you look into it again?  🙆🏼‍♂️,technical_support
"@Delta The ""change flight"" search option on your website is broken once again.  😑",general_question
.@delta this has been my inflight studio experience today. Nothing works except Twitter #toobadforyouandme https://t.co/VLo4ufL73y,complaint
@Delta Is that not what I’ve done already?,general_question
@Delta Can you reply on the DM thread?,general_question
@Delta I did this some time ago now but haven’t heard from you...,general_question
"@Delta Actually, I just looked again and they disagree and say it's on you. Any idea what I should do? https://t.co/twIogKd3Kx",general_question
@Delta Hi - and thanks. Think I just figured this out. Would it be you’re not running the MEX-MID flight so I need to check in via AeroMexico?,positive_feedback
"@Delta I'm flying JFK-MEX-MID tomorrow and you say I'm booked in, but it looks like it's just the first leg. Can you check, please?",general_question
@Delta #Again #nothing #bs #no #answers,general_question
@Delta Same again! #equipment #change #no #guaranteed #seats #apologies I’ll DM you if you can give me a #real #answer and no #standard #bs #answers,general_question
"@Delta OK it was not a full flight, #equipment change had nothing to do with comfort class, no #disabilities (and a handling agent telling #customer #care would take care of us) So please non of these as an excuse! I’ll retwitter your reply! Thanks",positive_feedback
"@Delta Obviously you didn't read what already was said before, you do give exactly the same bs answers. I know there is no guarantee but I like to know why they moved us. I know, because a #Delta employee was sitting in my seat and you can't say that 😡😡😡",general_question
@Delta Is this a #computer #answering my tweets? 😂😂😂 #unbelievable!!!!! same #stupid #answers!!,complaint
@Delta Even #worse 😜,general_question
@Delta 0062395415777,general_question
@delta #delta moves you to #dm the moment you have a #complaint with no results. Just got some #bs #answers but no real reason why they changed our #seating!,general_question
@SpotifyCares doesn’t work and i even tried deleting the app,technical_support
@SpotifyCares Premium &amp; when i️ have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesn’t repeat,general_question
@SpotifyCares iphone 7+ and i have the most recent update for spotify,technical_support
i’m pissed my @115888 shuffle and repeat button just don’t fucking work and i’m getting frustrated,complaint
"@SpotifyCares Yes, multiple times. No changes. I am Premium User an when @115890  send us users to Spotify there should be a bugfree running App 🤨",technical_support
@SpotifyCares 2/2... and there is no way to manage Albums (recently added e.g.) in the App. It's a mess 😲 https://t.co/RlWuqllt8S,technical_support
@SpotifyCares @115890 Groove Music quits &amp; redirect to Spotify. But the W10M App is a bugfest.. Any further Updates possible?,technical_support
@SpotifyCares ok thx,general_question
is there a way to find non-explicit songs that are explicit @SpotifyCares,general_question
"@British_Airways Sure, how much would an upgrade cost, out of curiosity?",technical_support
"@British_Airways Or, more importantly, are there earlier flights than the itinerary I was rebooked on? That's my preference.",complaint
"@British_Airways This itinerary is preferred--I was unable to view other options in the ""Manage my Booking"" link included in the original cancelation email. https://t.co/kfddWeSW49",general_question
@British_Airways I assume that being Sapphire does not matter? I'll have to find a way from IAD to BWI upon landing... Because that's where my car is parked.,technical_support
"Hi @British_Airways! My flight from MAN--LHR--BWI for Nov. 3 was canceled. I was excited to try your Club 787 product. Only available flight is now to IAD which is a hassle, but rebooked anyway--my only option! Any availability in first class on BA293 for the troubles please?",general_question
"@British_Airways You have all my info.  Check with Sanket Thakur.  Supposedly, he/she is a ""customer service"" rep.  Reference number is 16934380.",general_question
"@British_Airways  will you ever address my complaint/claim?  Or, do you just ignore it until the 2 yrs are up?",general_question
"@British_Airways Booking ref MP79V2 and QMAS91 second one is my son's, have sent all info in being told I'm not entitled to anything?",general_question
@British_Airways Will you pay me my hotel and good bill for cancelling my flight home,payment_issue
@British_Airways can I just confirm the email that would send passport details to change a name on a ticket is __email__?,general_question
"@British_Airways https://t.co/NM3ZczuH2W here's the news article in case you guys need it. If you have any updates in the future, do share. Thanks.",technical_support
"@British_Airways runway is under maintenance at Delhi from 7 nov. flights have been cancelled. Wanted to know status of BA0257, lhr-del 7nov",general_question
@British_Airways It's been 24 hours now. Could you please assist? Thanks. My email address is __email__,positive_feedback
"@British_Airways Not yet, but I thought it was strange that I received a confirmation email for one of the flights, but not the other. Thanks.",positive_feedback
"@British_Airways Amsterdam to London on 28/11/17
London to Athens on 30/11/17 - have received confirmation for this

Contact: +49 1708733216",general_question
@British_Airways Full name: David Simons,general_question
"@British_Airways Any update, Sophie? Thanks.",technical_support
