text,intent
are there any plans to add a fast crop mode for the ipad version of lr it takes too many taps and slows down workflow,technical_support
its intermittent for me this file fails reliably the create subfolder option just makes an empty svg folder,general_question
seems pretty widespread dont mean to be a jerk but its frustrating when an update breaks core functionality,technical_support
so apparently the new version of has this cool feature where you cant export svgs sick update guys,technical_support
im worried as if i update my lr6 standalone programme i could lose it due to the new online versionis this true and if so is this fair,technical_support
whoa come along with lightrooms own ben warde to get the lowdown,general_question
your online forum is always broken even when i clear my cookies,general_question
here is an example of an export before and after export settings are unchanged from default no only some files,general_question
solved this via phone support,general_question
indesign 130 is exporting all pdfs with blurry links but links are not missing in indd file jpg export is not blurry help,general_question
ive just sent you a message with details thanks for your help,positive_feedback
quand ton ne ressemble pas celui que tu as rserv amp quen dtre sale et en sous sol tu te retrouves 10 dans 1,general_question
misrepresentation by host asked them to cancel my reservation and refund me over aud1700 strict policy no response please help,refund_request
they have no info either,general_question
lol so theres no one who can say when theyre going to be shipped thats kinda weird,general_question
when someone or knows when the xbox one x ships let us know lol shouldnt b a mystery,general_question
kinda need to make sure i have 680 cdn in my bank so would be nice to know i dun just have cash laying around ya know,payment_issue
already did they had me call and no one can answer the question im not trying to be a jerk but its nuts no one has a answer,general_question
would like to know so i can make sure i have enough money for it,payment_issue
can anyone let me know when our pre orders are going to be shipped for xbox one x,general_question
redeemed a code for fifa points this afternoon and still havent got it why is this,general_question
this is whats on my screen not sure if its xbox side or my5 side thats broken last time it was my5 as had to call head office about it,technical_support
the 5 app on xboxes not working error code 200 done a power cycle and still the same please fix app,technical_support
amazon,general_question
my colleagues for more info on how this is affecting services thanks 22 jp,positive_feedback
ah maybe could help on this one,general_question
nothing partner was on a train to preston had to get a taxi rest of way as was told no trains into preston for a few hours,general_question
what have you seen,general_question
something going on at preston train station,general_question
hi i have dm u my booking and passport picture thanks so much for quick action,positive_feedback
thank you very much,positive_feedback
hi i would like to know on my itenerary on how the birthday can be seen i would like to double check if i can key in our birthdays right,general_question
but i cant see it i only see itenerary no birthday,general_question
hi airasia i want to rebook my return flight but when i try rebooking my inbond also is rebooking please help me thanks,positive_feedback
hi i have booked my ticket and when i see my itenary has been redundant i call ur customer service to assist but out of line,general_question
lost my booking chua loreen lee flight z2 129128 1222 018 taipei manila email,general_question
lost your booking number no worries just drop me the passengers name flight details and email ill trace it and email u in no time,general_question
hi yana followed,general_question
hi yana i dont have any dms from you did you mean email,general_question
cas 19708536 cb92n2 crm 0326600 please check on this i havent heard from my case officer in weeks and provided all docs,general_question
youll be even happier to know that the restrictions around the volcano area have been lifted enjoy staying at home pal,technical_support
why are you not refunding my trip to bali for volcano eruption urgently refund,refund_request
my surname has been redundant where do i go to correct it,general_question
my lips are sealed,general_question
aahhrrgh keep mum im still watching,general_question
aww sophie deserved winner,general_question
fresh cream palmier bakery bellshill gets my vote for baker just catching up on dont know who won yet,general_question
thats pointless as its every day all the time no matter when i go in i speak 2the management who r as fed up as i am theyve no staff,general_question
so fed up of this very familiar sight at houghton regis get more staff amp stock the place properly this is just a small example,general_question
3 for 6 unless one is reduced hidden label on the side then its 3 for 614 dont care about the 14p but feel ripped off,general_question
thank you nike,positive_feedback
im new to nike run club app should i start with guided runs or my couch,technical_support
ive asked your sales rep about the payments and she wasnt ready to listen to any issues that i had,technical_support
sure please drop me a message now,general_question
amex platinum and amex everyday card,general_question
nope they werent ready to listen what i wanted to say and if i had any questions about anything else and hung up on me,general_question
thought amex values their customers but boy you got really bad reps on the customer service,complaint
treat,general_question
treat me,general_question
can i get uh treat,general_question
i cant connect my interactive broker canada with yahoo finance app in ios 11 any suggestions,technical_support
i have to be at work at 2pm tomorrow my new phone is being overnighted but it may not be there until then i have no other ride,general_question
whats wrong w amazon leavin shit outside like ups,complaint
that small biz tyrant a dime yo nice,general_question
worth the squeeze when youve got us helping you along the way owning your own can be quite fruitful,general_question
dm sent,general_question
i booked my flight using delta amex card checking in now amp was being charged for baggage,payment_issue
my granny will be attending the mcds in heaven would give anything to be able to bring her myself,general_question
my grandmas laying thanks to delicious new,positive_feedback
3 different people have given 3 different answers and i still dont have my order says delivered saturday was not i was home all day,delivery_issue
i frankly dont have the patience for another chat with your customer service people today,general_question
way to drop the ball on customer service so pissed right now,general_question
i want my amazon payments account closed dm me please,payment_issue
okay danke fr die info,general_question
also beim addams family film in prime sind bild und ton nicht wirklich synchron wie kommts,technical_support
yeah this is crazy were less than a week away and still no shipping information on something that we pre ordered back in august,delivery_issue
how about you guys figure out my xbox one x project scorpio edition first no expected delivery or shipping date and its only a week away,delivery_issue
playerunknowns battlegrounds is now available for preorder on xbox one consoles,general_question
my package was accidentally opened 4 items missing worth 97 you need better delivery drivers,delivery_issue
why is my order at my local courier for the last 6 days and still hasnt been delivered to me over 1 week late,delivery_issue
thanks for the style advice look i think,positive_feedback
hi ready for some help,general_question
is the echo show no longer supported,general_question
nothing there helped me with the echo show,positive_feedback
bought an echo show and it wont recognize a single account in our household wtf guys,complaint
that page is useless doesnt allow me to state it hasnt been delivered only tells me it has how can you sort this out,complaint
item has not been delivered but tracking says it was handed to me over an hour ago 2nd time this has happened sort it out,delivery_issue
in response to your packing video this packaging was for a 2ft washing line pole,general_question
i dont want a form to fill out that logs a response no one reads i want to prevent amzl from touching my stuff possible or no,general_question
already started the return ups gets it from my doorstep tomorrow order 111 5014070 4118645,general_question
is it possible to prevent amzl from delivering my packages moving forward stuff is either loststolenbroken every time,delivery_issue
already handled just venting it was a pretty big bummer,general_question
itd be nice if the book i waited 4 months for wasnt damaged inside of an undented box,general_question
feliz,general_question
concurso tarjetas regalo en por tu foto en la cama disfrazado y en los post promo,general_question
delivery i paid for today didnt arrivewhy not i paid enough for itwhere is it im unhappyrefund the delivery charge,refund_request
aww your reply made her night,general_question
anna inspired in idea lab at school to be package being shipped to narnia amazon can go anywhere according to anna,delivery_issue
i just said its been sorted ive been refunded im just not impressed with the service any more,refund_request
they sent the feckin order to germany some dozy driver is looking for an address in the wrong country im so done with amazon,delivery_issue
what in the world,general_question
im never using amazon again after waiting in all day as item is out for delivery theyve only gone and sent it to the wrong country,delivery_issue
yeah idk the shipping company and it says mike ziemer signed for it in the mail room at our building lol,delivery_issue
remember my head phones and they brought them within minutes,general_question
my package from with my halloween costume was delivered friday but i dont have i so searching everywhere for a last minute idea,delivery_issue
how packages china,delivery_issue
details sent please check,general_question
already contacted 3 4 times in the last month but all i got was assurance that matter is escalated amp new status will be provided in 1 day,delivery_issue
order 3632693 6196346 you couldnt deliver even after a month you should be ashamed of yourself,complaint
since when you stop giving 20 off videogame pre orders amazon prime members im confused why,general_question
just pulled another delivery out of the bushes since the people cant walk the extra 2 ft to my door so tired of this,delivery_issue
the newest update i made sure to download it yesterday,technical_support
why are my is changing not showing up correctly on any of my social media platforms,technical_support
tried resetting my settings restarting my phone all that,technical_support
this is what it looks like,technical_support
i have an iphone 7 plus and yes i do,technical_support
i need answers because its annoying,complaint
why are my is question marks,general_question
what is up with this i,general_question
just sent you all my dm,technical_support
hey and anyone else who upgraded to ios111 are yall having issues with capital i in the mail app as it puts in a,technical_support
this is what is happening,technical_support
tf is wrong with my keyboard,general_question
are the call centres closed for the night,technical_support
hello are all the lines closed for tonight,technical_support
i upgraded it didnt work,technical_support
i will,technical_support
were going to need you to share the answers angela i cant stand this,technical_support
hello internet can someone explain why this symbol keeps appearing on my phone and when i try to type the letter i also,technical_support
ive got a screenshot saying my is reserved for the 3rd then an email saying its the 18th what happened,technical_support
i have the iphone 6s plus and just did the most recent update,technical_support
thank you i updated my phone and now it is even slower and barely works thank you for ruining my phone,technical_support
ios 1103,technical_support
okey thank you,technical_support
iphone 7 plus,technical_support
i need the software update urgently the battery lasts literally half a day,technical_support
hola necesito urgente la actualizacin de software la batera me dura literal medio da,technical_support
hi what is going on has youtube lost it what can be done about it thanks for the support,technical_support
hello,technical_support
my apple tv works fine with my phone but when playing videos on mac air it stutters so much amp sound is still on mac not tv,technical_support
yes it did 1103,technical_support
my home button doesnt work,technical_support
hey last time i downloaded an update my freaking phone gave me hell any recommendations,technical_support
i can not find an option to get it there it was just always there when playing,technical_support
the app is still there but no longer able to control it from the lockscreen,technical_support
after update no spotify on my lock screen,technical_support
i just need to do something about the battery life because it sucks ass,complaint
already did that was told we requested to dropped off somewhere different which is completely false,general_question
you need to correct false charges from a trip in lexington ky on saturday i want my 13 back,delivery_issue
my driver just drove me to the department of air travel instead of the airport rufkm,delivery_issue
im not getting your texts,general_question
got this threw my door today went to order sorry we dont deliver to your area what why did i get this then,general_question
wouldnt do this to me,general_question
why is there no phone number im literally stranded and now i have to wait for an automated reply this is ridiculous,complaint
literally stranded because of and because there is no support phone number i have to wait from a message from smh,general_question
1 hour inside an old altima that smells and has ripped stain seats with an inexperienced miami driver standards down now 4 applying,delivery_issue
tall lady 6ft slim was on the till about 15 10 think she had blonde hair she served the guy after knowing he didnt queue up like others,general_question
33 on the wrong which i really dont appreciate this needs to be investigate and i was simply queuing to pay and the guy pushed in,technical_support
i checked daily and flight 1403 was never offered as an option as i most certainly would have made the adjust on my trip,general_question
why wasnt earlier flight offered when i tried to rebook not cool at all just happened to look at moniter after deplaning,complaint
via dm,general_question
just dmd you with a screenshot and explanation,technical_support
it seems this technical issue still hasnt ben fixed can you look into it again,technical_support
the change flight search option on your website is broken once again,general_question
this has been my inflight studio experience today nothing works except twitter,complaint
is that not what ive done already,general_question
can you reply on the dm thread,general_question
i did this some time ago now but havent heard from you,general_question
actually i just looked again and they disagree and say its on you any idea what i should do,general_question
hi and thanks think i just figured this out would it be youre not running the mex mid flight so i need to check in via aeromexico,positive_feedback
im flying jfk mex mid tomorrow and you say im booked in but it looks like its just the first leg can you check please,general_question
same again ill dm you if you can give me a and no,general_question
ok it was not a full flight change had nothing to do with comfort class no and a handling agent telling would take care of us so please non of these as an excuse ill retwitter your reply thanks,positive_feedback
obviously you didnt read what already was said before you do give exactly the same bs answers i know there is no guarantee but i like to know why they moved us i know because a employee was sitting in my seat and you cant say that,general_question
is this a my tweets same,complaint
even,general_question
0062395415777,general_question
moves you to the moment you have a with no results just got some but no real reason why they changed our,general_question
doesnt work and i even tried deleting the app,technical_support
premium amp when i have it on shuffle it turns off when the song is done and just plays in order and the repeat lights up but doesnt repeat,general_question
iphone 7 and i have the most recent update for spotify,technical_support
im pissed my shuffle and repeat button just dont fucking work and im getting frustrated,complaint
yes multiple times no changes i am premium user an when send us users to spotify there should be a bugfree running app,technical_support
22 and there is no way to manage albums recently added eg in the app its a mess,technical_support
groove music quits amp redirect to spotify but the w10m app is a bugfest any further updates possible,technical_support
ok thx,general_question
is there a way to find non explicit songs that are explicit,general_question
sure how much would an upgrade cost out of curiosity,technical_support
or more importantly are there earlier flights than the itinerary i was rebooked on thats my preference,complaint
this itinerary is preferred i was unable to view other options in the manage my booking link included in the original cancelation email,general_question
i assume that being sapphire does not matter ill have to find a way from iad to bwi upon landing because thats where my car is parked,technical_support
hi my flight from man lhr bwi for nov 3 was canceled i was excited to try your club 787 product only available flight is now to iad which is a hassle but rebooked anyway my only option any availability in first class on ba293 for the troubles please,general_question
you have all my info check with sanket thakur supposedly heshe is a customer service rep reference number is 16934380,general_question
will you ever address my complaintclaim or do you just ignore it until the 2 yrs are up,general_question
booking ref mp79v2 and qmas91 second one is my sons have sent all info in being told im not entitled to anything,general_question
will you pay me my hotel and good bill for cancelling my flight home,payment_issue
can i just confirm the email that would send passport details to change a name on a ticket is email,general_question
heres the news article in case you guys need it if you have any updates in the future do share thanks,technical_support
runway is under maintenance at delhi from 7 nov flights have been cancelled wanted to know status of ba0257 lhr del 7nov,general_question
its been 24 hours now could you please assist thanks my email address is email,positive_feedback
not yet but i thought it was strange that i received a confirmation email for one of the flights but not the other thanks,positive_feedback
amsterdam to london on 281117 london to athens on 301117 have received confirmation for this contact 49 1708733216,general_question
full name david simons,general_question
any update sophie thanks,technical_support
i made two bookings but only received a confirmation email for one of the flights little help,general_question
tired of getting charged for equipment that was returned months ago please stop it,payment_issue
sent and thank you,positive_feedback
hi i got some odd text alert from you i dont have your service why would i get alerts,general_question
phoenix suns are on auto record nba team channel 752 trying to record tonight i only want regular broadcast games recorded like tivo does,general_question
thanks for your reply but thats why i said update your software if knows not to record on an unavailable channel its software,technical_support
why does record programs on my dvr from channels i dont subscribe to blank recordings i dont have nba lp,general_question
wow when you want to watch the world series and decides to have an outage,general_question
erica on the lax team is amazing give her a raise ty,general_question
could you have someone on your lax team available to guide me to my gate asap,general_question
have a flight at 330pm 45mins im almost to lax im legally blind and didnt know where to let you know i need assistance,general_question
ben tennyson and an american airlines pilot,general_question
right but i earned those i also shouldnt have to pay to pass them to my own spouse you need to change your program,payment_issue
im sorry what its going to cost me 50 to transfer 4 000 aa advantage points to my spouse this is ridiculous,complaint
heading to london tonight will be there for 5 days doing some exciting stuff get the drinks ready i coming aboard jb,general_question
check out these tiny trick or treaters all dressed up in our hey we have your youngest in training,general_question
thank you for playing and for having great flight attendants on my flight back home,positive_feedback
sweet im still paying on my 7plus but i have a jump any way to find out what to do in my situation and how much money i need to put down,payment_issue
no sir you can still preorder at joano,general_question
are pre orders done for the x,general_question
go for it trevor eriks,general_question
i have a question,general_question
be ready for your next iphone join our iphone upgrade program for free,general_question
by upfront i hope you dont mean upfront fees dm sent,general_question
just called in to switch from atamp t they wanted 75 to switch 3 phones i said no way inconsistent messaging shame,complaint
trying to redeem a free tuesday code and its not letting me telling me theres an error can i get help with this,technical_support
t mobile so bs my internet stop working for 3 hours,technical_support
no that opportunity has passed bad customer experience amp not going back ever again,complaint
ok maybe my problem too let me try that resizing,technical_support
got it one of them resized to 4x4 so instead of alerting me it just wouldnt take the coupon code i resized it and it worked thanks,positive_feedback
the code is not working when applied at checkout can you please look into this,complaint
so i wait almost 3 hours and then they are rude and arrogant amp unhelpful after which she is raising a technical case,technical_support
thanks,positive_feedback
hi i need some help with a booking i need to change and made a mistake on who can i contact,general_question
gotta luv finally get 2 call cntr they tried to charge me 176 for a ticket which can b purchased for 88 online,general_question
thanks see it now real shame about how poor the new app is though,complaint
hi does the new app have an option to buy an open return,technical_support
thanks,positive_feedback
my daughter is on the euston train stuck just outside preston any timeframes for arrival,technical_support
what are your targets for next season i see your prices go up so i assume youve set performance targets reflective of that,general_question
oh thats nice what are you doing about it what are you targets next year,general_question
always some supposedly acceptable reason yes i get that but when one uses the trains every week and spends a lot of money for it to be late regularly is just not acceptable,delivery_issue
the 06 20 from euston now im here waiting on the 19 00 from bham int also late,delivery_issue
for at least the third time this year i will miss the meeting i especially took the train for in the first place so often late no refund because it doesnt qualify next season car,refund_request
thanks we are an hour away so fingers crossed,positive_feedback
we are enroute to preston now from euston will we have to wait it out,general_question
i really hadthe worst experience ever from start to finish with will never fly internationally again with them,complaint
celebrated halloween on a flight with my pumpkin spice and a delicious free o,general_question
thanks to the wonderful crews of flights 1732 amp 560 for getting us from sacramento to kc safe and sound,positive_feedback
its working again,general_question
consider this your 1st reported error,technical_support
is down on the my account page,account_problem
sure will do getting refunded by the sellers in the meantime,refund_request
change your password and turn on two step verification or else you too may receive a paypal receipt for a van reversing camera with a random delivery address in walthamstow,delivery_issue
best part of my halloween free drinks on all my flights for the holidayits spooktacular,positive_feedback
me to im super excited get to try this entire trip all over again and at least this time i know ill have the best time due to yall,positive_feedback
youll be seeing me at the end of this month for the concert i missed my flight for because of american airlines thank you again guys,positive_feedback
you guys are amazing seriously thank you from the bottom of my heart,positive_feedback
you guys helped me so much trying to get me on a flight that was not even through yours amazing company amazing people thank you so much,positive_feedback
helped me out to try to get through to my flight when my didnt and my flight was with aa wow loss for words,positive_feedback
yup all 400 errors even turned off my ad blocker,technical_support
why would we be receiving errors when we try to check in our flight takes off at 4 but we keep getting error messages,technical_support
id fly any day of the year but they make really fun to travel on,general_question
everytime i sell something on the bid comes back as fraudulent and i have to repost 7 days wasted im done ugh,general_question
the item has been marked as delivered and the system would not let me contact ebay customer service directly it was not sellers fault it was mismanaged somewhere between shipment and delivery still file a claim,delivery_issue
need to contact customer service directly please dm contact email for customer service,general_question
ok thank you for your help ill do that,positive_feedback
i have further questions about my ebay transaction i dmed to explain thanks,positive_feedback
thanks,positive_feedback
need further assistance about situation i dmed the recap and update thanks in advance,technical_support
need assistance bought item due to be delivered saturday never received item despite being marked as delivered no response from seller delivery services cannot assist with lostmissing package please advise,delivery_issue
getting to the lists of episodes its not difficult just way more annoying plus you cant see as many choices on screen at once,complaint
thanks,positive_feedback
my wife and i hate the new interface enjoy the content but getting their is a horrible experience,complaint
hi someone changed my password hacked asked reset link x 3 over an hour ago no email not in junk what can i do,account_problem
i think we understand how it works its just frustrating that it used to be much more user friendly before this update,technical_support
yep this,general_question
its not intuitive takes me too long to find the episode i want instead of the episode presented to me,general_question
yep challenging frustrating things you dont need when youre just trying to watch bobs burgers,general_question
itsvery challenging,general_question
i feel its important to remind that its new interface has made watching what you want to watch nearly impossible zero stars,general_question
sounds like generic replh,general_question
love but lost home internetamp just learned cant mirror hulu on ipad hdmi adapter wanted to get hulu live guess ill have to cancel all of hulu amp look at or something like that why why,technical_support
what if you do like and and have a student discount,general_question
i am a college student why cant i still use my momsfamily account while im away at college,account_problem
do u expect people to travel with a compass,general_question
boarding the 22 45 from pad to swindon where in reading do i have to go for the bus dont usually find staff to help,general_question
if it was concerning i wouldnt have to be tweeting you so much over the last few years,general_question
well if you could fix your fucking potato towers out here in albuquerque that would be a start,general_question
just fix it,general_question
fuck you fix my connection,technical_support
ive sent several private messages and no one responds,general_question
i sent it twice now to apparently noone,technical_support
how can i get in touch with someone that matters at spring corporate,general_question
im a customer getting the runaround from to unlock ported phones now my kids dont have phones 2nite help,account_problem
after those 12 months if you decided to upgrade what happens to the remaining 6 months if youre on a 18 mo flex lease like me,technical_support
save big our best selling phones amp get free upgrades to any phone after 12 consecutive on time payments,payment_issue
you wanna actually turn on your internet towers to work or nah,technical_support
i need you idiots to stop sending me to collections you owed me money i owe you nothing get your shit together,complaint
you dont follow me so i cant never mind well call but gotta say was great jury still out on,positive_feedback
will be happy to discuss my problem in dm but not thru link you sent,technical_support
having trouble with a cable box can you help,general_question
ill do it live so there is no confusion paul garrison 8502663576,general_question
what are you doing to reduce the use of single use plastic in the product lines you carry,general_question
dont forget to cop your 3 burrito today,general_question
thanks for the 3 burrito bowl,positive_feedback
nope just laziness,general_question
i didnt know my boy ordered half a bowl,general_question
we got two burritos chips and queso,general_question
getting that 3 buck burrito from is becoming a tradition on halloween,positive_feedback
shoutout to for doing the 3 deal,general_question
nothing but the most respect for and this 3 boorito,general_question
thanks for my 3 burrito bowl tonight,positive_feedback
cant order online says cannot connect to chipotle supercomputer on the app,technical_support
going to expecting a 3 boorito wo wearing a costume is like going trick or treating wo a costume amp expecting candy,general_question
halloween isnt complete unless you get your bowl with guacamole for 3 for wearing a costume,general_question
wore my hoodie to wwhole family in costume amp it scored me my boo rito bowl for 3,general_question
im not frustrated just sad but thanks for the compassion,complaint
hey why dont you have chorizo anymore it was the best thing on the menu,positive_feedback
oh what a happy halloween it is,technical_support
boorito one of my favorite halloween traditions,general_question
i just spent 300 even on a boorito from,general_question
my favorite holiday 3 booritos at chipotyay,general_question
i guess my soccer player costume wasnt good enough for a 3 burrito,general_question
app doesnt work anymore in the 6ix lame,technical_support
aye can i do double meat for my boorito and still only pay 3,payment_issue
woohoo im gonna be first in line,general_question
hey did things go to plan just checking if your w broadway location in vancouver is open today,general_question
hey any word on when your 532 w broadway location in vancouver will open cant wait any more,general_question
no costume becky no one wanted to be shrek with me tis a sad sad tuesday,general_question
i think this is the first time since its birth that i havent gone to on halloween for my annual boorito,general_question
when you go to dressed as a soccer player and dont get 3 burritos,general_question
pray for me becky,general_question
its halloween and my total at was 666,general_question
i think my family hates me they made me get on halloween,complaint
it was becky it was,general_question
i just walked into wearing my mermaid man costume to get a 3 burrito amp ive never felt more alive,general_question
if you dont pull out that old costume and get a 3 burrito from you are crazy,general_question
looking to get a burrito for 3,general_question
a burrito bowl from for just 3heck yes from now till close go in w your halloween costume and get the deal,general_question
thanks becky we were able to go back to chipotle at 4pm and got our booritos,positive_feedback
just got ghosted by chipotle went in at 3pm and was told we had to wait another hour for unboolievable,complaint
is extra meat guac and queso included in the boorito,general_question
no it just says amount due 2704,general_question
all outstanding dues before 20th sept has been paid off,payment_issue
why am i still receiving a bill for oct when i disconnected by account on sept 20th pls advise amp reverse the charges,payment_issue
ever since i upgraded to ulimited data my lte speeds are terrible is there a fix,complaint
why tf does my internet keep going down this is bullshit,complaint
if i dont provide the required information by 15 feb 1970,payment_issue
thank you you are a real mvp,payment_issue
can you please help me recovering my hard earned money i lost in a cyber crime on paypal case id is pp 006 234 348 863,payment_issue
hello id like to add tracking info to my invoice but the add tracking info link always lead to blank page please help,delivery_issue
are you kidding me with this customer service its terrible,complaint
i set up a paypal account before i was 18 fair play my bad was wondering if i could shut down the account so i can restart it now im 18,complaint
i am 18,payment_issue
i have a serious problem i need help with,technical_support
been locked out of my account for 2 hrs 2 different agents have reset my account for me amp still no dice as soon as they get off phone,payment_issue
good morning a customer service rep just made me cry,payment_issue
can you dm me i have a question,general_question
its ok i fixed it thanks,positive_feedback
but out of the games the buttons work solutions,general_question
my ps4 lets me load up games but then i cant do anything in them eg fortnite cant press x to continue,general_question
compre una tarjeta de 50 la met y no se me acreditaron los 50 me sale que revise los trminos que hago,general_question
yo my ps4 has been turning on by itself recently and constantly ejecting the game disc thats in what the heck is going on,general_question
my account is telling me to reset my password but i dont know my date of birth but i know my password for the account help,account_problem
my psn id quochuy046 can you help me or can i email someone a try for help live chat on web block me wtf,complaint
i have followed your instructions but not my ps4 has set up automatic download and find in library there is no diablo 3 nercromancer,general_question
i have bought dlc diablo 3 necromancer and hav phys disc d3 ros but when i click necromaner pack on game dont download,general_question
less a billing issue i updated the exp date in acct more ps wasnt able to renew how do i make sure it stays currentnot lose anything,technical_support
not sure why my cc in my acct had an incorrect date but my renewal for ps failed how can i correct this,general_question
please help,general_question
hi i accidentally bought a psp game on the playstation store thinking it was for ps3 i dont have a psp can i return it,general_question
i preordered the standard edition of cod ww2 can i change it to deluxe edition somehow,general_question
someone got to my account and changed the email,account_problem
laserjet pro m102w will not print drivers install and windows finds printer but i get an error,delivery_issue
